Index,Folder,Filename,Image Size,BBox,BBox_Face,Categorical_Labels,Continuous_Labels,Gender,Age
4414,ade20k/images,labelme_qicaqmboiaqokue.jpg,"[3504, 2336]","[2758, 787, 3165, 2115]","[76, 66, 156, 196]",['Engagement'],"[6, 6, 5]",Female,Adult
4415,framesdb/images,frame_a6t6mmi6gkvvpg17.jpg,"[870, 435]","[17, 51, 503, 430]","[189, 42, 314, 200]","['Anticipation', 'Engagement', 'Happiness']","[7, 4, 7]",Male,Kid
4416,mscoco/images,COCO_train2014_000000147735.jpg,"[640, 640]","[230, 51, 363, 373]","[86, 24, 120, 65]",['Engagement'],"[8, 7, 7]",Female,Adult
4417,mscoco/images,COCO_train2014_000000345100.jpg,"[640, 480]","[326, 65, 506, 417]","[61, 34, 95, 73]","['Anticipation', 'Engagement', 'Excitement', 'Peace']","[6, 9, 9]",Male,Adult
4418,mscoco/images,COCO_train2014_000000520750.jpg,"[480, 640]","[158, 93, 324, 435]","[65, 15, 105, 62]","['Excitement', 'Happiness']","[7, 4, 7]",Female,Adult
4419,emodb_small/images,3vpsc40z75xny1u67m.jpg,"[429, 643]","[85, 69, 247, 353]","[32, 13, 62, 51]",['Fatigue'],"[4, 4, 3]",Female,Adult
4420,mscoco/images,COCO_train2014_000000259610.jpg,"[640, 520]","[137, 66, 493, 511]","[88, 53, 224, 208]",['Sensitivity'],"[6, 4, 7]",Male,Kid
4421,mscoco/images,COCO_train2014_000000425742.jpg,"[640, 480]","[227, 203, 426, 478]","[65, 30, 129, 110]",['Happiness'],"[6, 4, 7]",Female,Adult
4422,mscoco/images,COCO_train2014_000000357456.jpg,"[640, 480]","[211, 136, 425, 470]","[62, 28, 157, 147]",['Happiness'],"[7, 7, 8]",Female,Kid
4423,mscoco/images,COCO_train2014_000000347796.jpg,"[541, 640]","[160, 102, 344, 300]","[28, 39, 90, 120]",['Engagement'],"[6, 6, 8]",Male,Adult
4424,framesdb/images,frame_haq9pdei9bet146c.jpg,"[512, 359]","[32, 42, 175, 349]","[77, 38, 101, 69]",['Happiness'],"[4, 6, 9]",Male,Adult
4425,framesdb/images,frame_l1aghf9f9bux5qzn.jpg,"[500, 375]","[206, 130, 285, 287]","[26, 11, 46, 35]","['Engagement', 'Peace']","[5, 4, 7]",Female,Adult
4426,mscoco/images,COCO_val2014_000000209835.jpg,"[477, 640]","[117, 89, 352, 348]","[128, 39, 183, 94]","['Anticipation', 'Disconnection', 'Engagement']","[3, 2, 5]",Female,Teenager
4427,mscoco/images,COCO_train2014_000000159081.jpg,"[480, 640]","[294, 140, 424, 346]","[2, 22, 49, 88]",['Yearning'],"[5, 4, 7]",Male,Kid
4428,framesdb/images,frame_l47umsgqwd9es5ea.jpg,"[640, 352]","[248, 4, 512, 259]","[116, 11, 187, 103]",['Engagement'],"[5, 5, 6]",Female,Adult
4429,mscoco/images,COCO_train2014_000000061865.jpg,"[640, 423]","[65, 15, 284, 349]","[139, 16, 166, 51]","['Confidence', 'Engagement', 'Excitement']","[6, 7, 7]",Male,Adult
4430,mscoco/images,COCO_val2014_000000530162.jpg,"[640, 427]","[265, 145, 416, 363]","[57, 21, 93, 72]",['Doubt/Confusion'],"[4, 5, 7]",Male,Adult
4431,mscoco/images,COCO_train2014_000000060350.jpg,"[640, 426]","[354, 28, 504, 404]","[48, 18, 89, 76]","['Engagement', 'Excitement', 'Happiness']","[8, 4, 6]",Male,Adult
4432,framesdb/images,frame_a6hq27wwbs7vgvv6.jpg,"[800, 450]","[318, 27, 517, 449]","[67, 17, 110, 78]",['Engagement'],"[4, 4, 9]",Male,Adult
4433,framesdb/images,frame_fxf82xa84ufh6uno.jpg,"[604, 402]","[8, 63, 112, 327]","[51, 12, 73, 39]",['Engagement'],"[5, 3, 4]",Male,Adult
4434,mscoco/images,COCO_train2014_000000324342.jpg,"[509, 640]","[222, 107, 332, 496]","[39, 20, 68, 59]","['Confidence', 'Happiness']","[5, 4, 3]",Female,Adult
4435,framesdb/images,frame_01wmzfuh0aqqtkj8.jpg,"[1024, 768]","[44, 87, 394, 670]","[199, 51, 270, 144]",['Engagement'],"[5, 2, 8]",Male,Adult
4436,mscoco/images,COCO_train2014_000000170834.jpg,"[640, 425]","[60, 159, 325, 420]","[136, 7, 171, 50]","['Annoyance', 'Excitement']","[6, 6, 8]",Male,Adult
4437,mscoco/images,COCO_train2014_000000170834.jpg,"[640, 425]","[342, 182, 447, 423]","[27, 6, 57, 50]",['Engagement'],"[7, 3, 9]",Male,Adult
4438,mscoco/images,COCO_train2014_000000323240.jpg,"[640, 480]","[45, 166, 192, 345]","[67, 17, 121, 85]",['Happiness'],"[8, 2, 7]",Female,Teenager
4439,emodb_small/images,h2767d39vpqspu4bjq.jpg,"[300, 580]","[2, 18, 300, 305]","[183, 42, 298, 209]","['Anger', 'Disapproval', 'Engagement']","[3, 7, 7]",Male,Kid
4440,mscoco/images,COCO_train2014_000000498134.jpg,"[534, 640]","[38, 25, 452, 498]","[296, 70, 389, 196]",['Disconnection'],"[4, 3, 2]",Female,Adult
4441,mscoco/images,COCO_train2014_000000327843.jpg,"[640, 512]","[10, 156, 288, 455]","[131, 30, 185, 107]","['Happiness', 'Peace']","[5, 4, 4]",Male,Adult
4442,mscoco/images,COCO_train2014_000000327843.jpg,"[640, 512]","[324, 166, 539, 405]","[94, 17, 147, 87]","['Confidence', 'Excitement', 'Happiness']","[5, 4, 7]",Male,Adult
4443,mscoco/images,COCO_train2014_000000327843.jpg,"[640, 512]","[155, 23, 316, 383]","[63, 24, 109, 85]",['Happiness'],"[7, 5, 8]",Female,Adult
4444,ade20k/images,sun_bxentrzplevaozaf.jpg,"[1778, 1432]","[139, 663, 400, 1299]","[74, 36, 130, 103]","['Disconnection', 'Happiness']","[5, 5, 4]",Female,Adult
4445,ade20k/images,sun_bxentrzplevaozaf.jpg,"[1778, 1432]","[362, 443, 587, 1089]","[99, 32, 149, 101]","['Happiness', 'Peace']","[5, 4, 7]",Male,Adult
4446,ade20k/images,sun_bxentrzplevaozaf.jpg,"[1778, 1432]","[1247, 643, 1683, 1283]","[267, 36, 328, 119]",['Confidence'],"[6, 5, 7]",Female,Adult
4447,framesdb/images,frame_l77cl9gpy5pr3lhy.jpg,"[3605, 2479]","[1349, 692, 2075, 2429]","[378, 154, 561, 386]","['Affection', 'Engagement', 'Sensitivity']","[4, 2, 8]",Male,Teenager
4448,framesdb/images,frame_kuci1j0uot4li6ge.jpg,"[960, 540]","[94, 23, 585, 523]","[85, 52, 214, 216]","['Engagement', 'Esteem', 'Happiness']","[6, 3, 7]",Female,Adult
4449,mscoco/images,COCO_train2014_000000381377.jpg,"[640, 426]","[81, 56, 324, 386]","[165, 64, 189, 95]",['Anticipation'],"[6, 7, 7]",Female,Teenager
4450,mscoco/images,COCO_train2014_000000381377.jpg,"[640, 426]","[348, 16, 572, 380]","[62, 27, 94, 67]",['Anticipation'],"[8, 7, 8]",Male,Adult
4451,framesdb/images,frame_g2j48kdqiq8sb0wm.jpg,"[960, 540]","[355, 41, 896, 529]","[314, 22, 407, 143]",['Disconnection'],"[4, 5, 3]",Male,Adult
4452,framesdb/images,frame_g2j48kdqiq8sb0wm.jpg,"[960, 540]","[85, 87, 481, 539]","[135, 39, 218, 146]",['Engagement'],"[4, 4, 9]",Female,Adult
4453,mscoco/images,COCO_train2014_000000223072.jpg,"[640, 427]","[24, 47, 313, 426]","[198, 37, 263, 115]","['Confidence', 'Excitement']","[7, 4, 7]",Female,Adult
4454,mscoco/images,COCO_val2014_000000100896.jpg,"[470, 332]","[155, 33, 296, 326]","[55, 18, 90, 63]","['Anticipation', 'Confidence', 'Engagement']","[5, 5, 9]",Male,Adult
4455,ade20k/images,sun_afshjaqvripgipip.jpg,"[400, 321]","[21, 92, 163, 302]","[25, 19, 62, 73]","['Annoyance', 'Engagement']","[4, 2, 4]",Female,Kid
4456,mscoco/images,COCO_train2014_000000397455.jpg,"[640, 431]","[205, 66, 447, 424]","[79, 22, 132, 86]","['Anticipation', 'Engagement', 'Excitement']","[8, 6, 7]",Male,Adult
4457,mscoco/images,COCO_val2014_000000144438.jpg,"[640, 480]","[80, 106, 270, 354]","[120, 43, 182, 115]","['Happiness', 'Peace']","[8, 6, 9]",Female,Adult
4458,mscoco/images,COCO_val2014_000000144438.jpg,"[640, 480]","[305, 26, 515, 356]","[124, 22, 192, 112]","['Engagement', 'Excitement', 'Happiness']","[8, 7, 9]",Male,Adult
4459,mscoco/images,COCO_val2014_000000117310.jpg,"[640, 480]","[103, 113, 332, 479]","[50, 19, 93, 82]","['Affection', 'Happiness', 'Peace', 'Pleasure']","[7, 7, 7]",Female,Kid
4460,mscoco/images,COCO_train2014_000000528020.jpg,"[640, 480]","[326, 93, 427, 420]","[15, 30, 38, 60]",['Engagement'],"[5, 5, 7]",Female,Adult
4461,mscoco/images,COCO_train2014_000000286696.jpg,"[640, 390]","[144, 56, 233, 353]","[40, 13, 65, 44]","['Excitement', 'Happiness']","[7, 5, 7]",Male,Adult
4462,mscoco/images,COCO_train2014_000000286696.jpg,"[640, 390]","[178, 191, 295, 367]","[45, 8, 72, 38]","['Engagement', 'Sensitivity']","[7, 6, 6]",Male,Adult
4463,mscoco/images,COCO_train2014_000000194879.jpg,"[640, 425]","[449, 102, 620, 420]","[40, 19, 83, 76]","['Confidence', 'Engagement', 'Esteem']","[6, 4, 6]",Male,Adult
4464,emodb_small/images,17frbjyaup6ow4dw40.jpg,"[400, 800]","[143, 9, 320, 396]","[120, 39, 157, 91]","['Affection', 'Confidence', 'Engagement', 'Esteem', 'Happiness', 'Peace', 'Pleasure']","[5, 6, 6]",Male,Adult
4465,emodb_small/images,17frbjyaup6ow4dw40.jpg,"[400, 800]","[253, 10, 400, 395]","[10, 39, 48, 91]","['Engagement', 'Excitement', 'Happiness']","[6, 4, 7]",Female,Adult
4466,mscoco/images,COCO_train2014_000000395445.jpg,"[640, 480]","[324, 168, 468, 412]","[47, 14, 81, 59]","['Anticipation', 'Confidence', 'Excitement']","[6, 2, 7]",Male,Adult
4467,framesdb/images,frame_2sf39kr3oyq7823j.jpg,"[2700, 3883]","[432, 522, 1952, 3882]","[566, 239, 978, 777]","['Confidence', 'Engagement', 'Excitement', 'Happiness']","[6, 6, 7]",Female,Adult
4468,mscoco/images,COCO_train2014_000000564496.jpg,"[640, 471]","[211, 106, 379, 464]","[95, 19, 125, 55]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[6, 8, 6]",Male,Adult
4469,mscoco/images,COCO_train2014_000000528994.jpg,"[640, 428]","[356, 86, 469, 402]","[44, 15, 74, 55]","['Disconnection', 'Engagement']","[5, 4, 7]",Male,Kid
4470,mscoco/images,COCO_train2014_000000457868.jpg,"[640, 455]","[316, 106, 500, 453]","[60, 13, 102, 65]","['Confidence', 'Excitement', 'Happiness', 'Peace']","[8, 7, 5]",Female,Adult
4471,mscoco/images,COCO_val2014_000000463898.jpg,"[612, 612]","[147, 99, 349, 603]","[82, 14, 166, 132]","['Engagement', 'Peace']","[5, 4, 6]",Male,Kid
4472,framesdb/images,frame_129gbwhwxb3yccg4.jpg,"[700, 1054]","[29, 159, 327, 755]","[87, 53, 172, 172]",['Engagement'],"[7, 5, 4]",Female,Adult
4473,framesdb/images,frame_129gbwhwxb3yccg4.jpg,"[700, 1054]","[201, 112, 597, 1000]","[90, 52, 204, 181]","['Confidence', 'Happiness']","[7, 6, 7]",Female,Adult
4474,mscoco/images,COCO_train2014_000000049508.jpg,"[640, 427]","[296, 17, 465, 347]","[55, 5, 86, 44]","['Anticipation', 'Confidence', 'Excitement', 'Happiness', 'Pleasure']","[8, 7, 7]",Male,Kid
4475,framesdb/images,frame_43cz3wqm6akdyvvc.jpg,"[1600, 1200]","[521, 778, 667, 1199]","[77, 19, 110, 62]","['Happiness', 'Pleasure']","[4, 4, 9]",Male,Adult
4476,framesdb/images,frame_43cz3wqm6akdyvvc.jpg,"[1600, 1200]","[653, 801, 790, 1191]","[37, 3, 70, 43]","['Anticipation', 'Happiness']","[4, 4, 9]",Female,Adult
4477,mscoco/images,COCO_val2014_000000219841.jpg,"[640, 551]","[61, 211, 229, 469]","[58, 15, 79, 45]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[7, 8, 7]",Male,Teenager
4478,mscoco/images,COCO_train2014_000000372729.jpg,"[500, 375]","[6, 51, 183, 374]","[84, 25, 150, 104]","['Affection', 'Engagement', 'Esteem', 'Happiness']","[8, 8, 9]",Female,Kid
4479,mscoco/images,COCO_train2014_000000372729.jpg,"[500, 375]","[293, 91, 489, 260]","[79, 13, 140, 79]",['Engagement'],"[5, 1, 2]",Male,Kid
4480,mscoco/images,COCO_train2014_000000247422.jpg,"[500, 242]","[6, 28, 82, 230]","[42, 11, 60, 36]",['Anticipation'],"[4, 4, 7]",Male,Adult
4481,framesdb/images,frame_7htgtcbvv0bgz075.jpg,"[634, 423]","[35, 31, 334, 422]","[127, 18, 202, 137]","['Confidence', 'Engagement']","[7, 4, 7]",Male,Adult
4482,mscoco/images,COCO_val2014_000000559312.jpg,"[640, 480]","[374, 131, 500, 418]","[36, 15, 66, 52]","['Engagement', 'Fatigue']","[5, 6, 7]",Male,Adult
4483,framesdb/images,frame_97qwfn8so7impvol.jpg,"[300, 450]","[97, 65, 274, 449]","[36, 33, 78, 91]","['Happiness', 'Peace']","[8, 6, 6]",Female,Adult
4484,mscoco/images,COCO_val2014_000000186095.jpg,"[640, 480]","[139, 90, 285, 471]","[69, 20, 109, 69]","['Anticipation', 'Engagement', 'Excitement']","[6, 6, 7]",Male,Adult
4485,mscoco/images,COCO_val2014_000000186816.jpg,"[640, 518]","[366, 29, 620, 478]","[75, 28, 126, 93]","['Happiness', 'Peace']","[8, 4, 7]",Male,Adult
4486,mscoco/images,COCO_val2014_000000186816.jpg,"[640, 518]","[61, 13, 349, 493]","[129, 22, 176, 85]","['Annoyance', 'Disconnection', 'Engagement']","[5, 6, 8]",Male,Adult
4487,mscoco/images,COCO_train2014_000000546193.jpg,"[640, 480]","[294, 44, 576, 471]","[9, 48, 109, 181]","['Engagement', 'Happiness']","[6, 5, 8]",Male,Adult
4488,emodb_small/images,4zc30qj4egoohzfhjk.jpg,"[338, 507]","[241, 17, 338, 338]","[25, 33, 84, 115]","['Engagement', 'Excitement', 'Happiness', 'Pleasure']","[6, 5, 4]",Female,Adult
4489,emodb_small/images,1sc10lovu6wnor1xfm.jpg,"[330, 680]","[85, 114, 316, 329]","[120, 61, 226, 190]","['Affection', 'Engagement', 'Excitement', 'Happiness', 'Pleasure']","[8, 7, 4]",Female,Kid
4490,emodb_small/images,1sc10lovu6wnor1xfm.jpg,"[330, 680]","[107, 2, 330, 332]","[96, 174, 204, 303]","['Engagement', 'Happiness', 'Pleasure', 'Sensitivity']","[7, 5, 5]",Male,Adult
4491,ade20k/images,sun_aopdnpmxpchoblrv.jpg,"[3072, 2304]","[1647, 1237, 2410, 2299]","[324, 103, 457, 287]",['Doubt/Confusion'],"[5, 5, 4]",Male,Kid
4492,emodb_small/images,2g30zj36cwm82pnu1v.jpg,"[183, 275]","[88, 22, 183, 183]","[62, 12, 94, 71]","['Affection', 'Happiness', 'Pleasure']","[8, 7, 6]",Female,Adult
4493,emodb_small/images,2g30zj36cwm82pnu1v.jpg,"[183, 275]","[107, 0, 183, 183]","[42, 36, 74, 91]","['Engagement', 'Happiness', 'Pleasure']","[8, 7, 7]",Male,Kid
4494,framesdb/images,frame_72jqf2can5v04w1r.jpg,"[665, 442]","[249, 110, 446, 433]","[74, 4, 109, 46]","['Excitement', 'Happiness']","[6, 6, 5]",Female,Adult
4495,mscoco/images,COCO_train2014_000000455334.jpg,"[640, 480]","[62, 6, 625, 479]","[93, 45, 180, 155]","['Fatigue', 'Happiness']","[6, 4, 7]",Male,Adult
4496,mscoco/images,COCO_train2014_000000184209.jpg,"[640, 480]","[211, 139, 345, 469]","[32, 21, 83, 86]","['Happiness', 'Pleasure']","[8, 4, 6]",Female,Kid
4497,mscoco/images,COCO_val2014_000000182334.jpg,"[500, 333]","[131, 64, 415, 328]","[87, 30, 158, 129]",['Engagement'],"[7, 6, 7]",Male,Adult
4498,mscoco/images,COCO_train2014_000000193925.jpg,"[640, 480]","[72, 59, 499, 479]","[316, 28, 392, 128]","['Confidence', 'Engagement']","[6, 7, 6]",Male,Adult
4499,emodb_small/images,62yut8pmzbztv2t9mo.jpg,"[250, 250]","[2, 0, 150, 210]","[46, 40, 103, 112]","['Disapproval', 'Doubt/Confusion', 'Surprise']","[4, 4, 4]",Male,Kid
4500,emodb_small/images,0troa9lbxq4gyci1y1.jpg,"[240, 240]","[0, 29, 85, 240]","[23, 19, 87, 106]","['Engagement', 'Excitement', 'Happiness']","[8, 6, 5]",Female,Adult
4501,emodb_small/images,0troa9lbxq4gyci1y1.jpg,"[240, 240]","[80, 28, 152, 239]","[6, 36, 63, 111]","['Engagement', 'Happiness', 'Pleasure', 'Sympathy']","[8, 4, 6]",Female,Kid
4502,emodb_small/images,0troa9lbxq4gyci1y1.jpg,"[240, 240]","[57, 21, 238, 238]","[33, 46, 87, 117]","['Affection', 'Engagement', 'Excitement', 'Happiness', 'Pleasure']","[9, 5, 7]",Female,Adult
4503,mscoco/images,COCO_train2014_000000560615.jpg,"[640, 425]","[265, 51, 394, 233]","[22, 29, 65, 75]","['Anticipation', 'Confidence', 'Engagement']","[7, 8, 7]",Male,Adult
4504,framesdb/images,frame_3tzh4ujmz4tjv12i.jpg,"[1024, 659]","[531, 100, 1023, 658]","[162, 58, 265, 224]",['Engagement'],"[5, 5, 6]",Male,Adult
4505,framesdb/images,frame_3tzh4ujmz4tjv12i.jpg,"[1024, 659]","[179, 43, 611, 649]","[325, 111, 396, 204]",['Engagement'],"[5, 3, 3]",Male,Adult
4506,mscoco/images,COCO_train2014_000000328361.jpg,"[640, 480]","[218, 5, 581, 473]","[252, 33, 309, 112]",['Excitement'],"[6, 6, 8]",Female,Teenager
4507,emodb_small/images,gsdbbh55557mi0cas4.jpg,"[160, 314]","[1, 1, 160, 157]","[97, 17, 160, 115]","['Anger', 'Annoyance', 'Disapproval']","[3, 5, 7]",Male,Adult
4508,mscoco/images,COCO_train2014_000000077851.jpg,"[480, 640]","[191, 63, 388, 472]","[102, 31, 144, 90]",['Engagement'],"[5, 4, 5]",Male,Adult
4509,framesdb/images,frame_ho5fkqdnjqotc3f7.jpg,"[1024, 805]","[699, 12, 978, 691]","[90, 29, 150, 111]","['Disconnection', 'Excitement']","[8, 4, 4]",Male,Adult
4510,framesdb/images,frame_ho5fkqdnjqotc3f7.jpg,"[1024, 805]","[171, 144, 494, 733]","[76, 39, 140, 129]","['Confidence', 'Peace']","[8, 7, 6]",Male,Adult
4511,mscoco/images,COCO_val2014_000000214192.jpg,"[640, 436]","[234, 151, 453, 368]","[34, 33, 62, 64]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[6, 9, 9]",Male,Adult
4512,mscoco/images,COCO_train2014_000000443681.jpg,"[640, 480]","[90, 53, 630, 478]","[191, 82, 352, 278]","['Engagement', 'Peace', 'Pleasure']","[6, 4, 7]",Female,Kid
4513,mscoco/images,COCO_train2014_000000520112.jpg,"[640, 360]","[246, 62, 545, 353]","[81, 3, 153, 97]","['Disquietment', 'Fatigue']","[5, 6, 4]",Male,Adult
4514,mscoco/images,COCO_train2014_000000380475.jpg,"[640, 423]","[47, 96, 432, 420]","[136, 30, 222, 144]","['Confidence', 'Esteem', 'Pleasure']","[6, 5, 7]",Male,Adult
4515,mscoco/images,COCO_val2014_000000118965.jpg,"[640, 428]","[189, 183, 430, 382]","[78, 21, 117, 66]","['Disconnection', 'Engagement', 'Sadness']","[5, 3, 8]",Male,Adult
4516,mscoco/images,COCO_train2014_000000331670.jpg,"[640, 426]","[323, 88, 439, 417]","[20, 13, 64, 73]",['Engagement'],"[5, 4, 7]",Male,Adult
4517,mscoco/images,COCO_train2014_000000424388.jpg,"[640, 426]","[70, 19, 291, 423]","[103, 30, 142, 88]",['Happiness'],"[7, 7, 7]",Male,Adult
4518,mscoco/images,COCO_train2014_000000424388.jpg,"[640, 426]","[187, 28, 357, 420]","[80, 23, 127, 91]","['Embarrassment', 'Engagement']","[8, 8, 7]",Male,Adult
4519,framesdb/images,frame_80mf618vpqzm8rcp.jpg,"[1024, 648]","[447, 113, 684, 601]","[100, 58, 164, 141]",['Disconnection'],"[7, 3, 7]",Female,Adult
4520,framesdb/images,frame_192fjlj011auy74o.jpg,"[980, 552]","[31, 1, 349, 531]","[72, 47, 196, 204]",['Disconnection'],"[7, 5, 6]",Female,Adult
4521,framesdb/images,frame_192fjlj011auy74o.jpg,"[980, 552]","[222, 30, 892, 534]","[409, 16, 544, 194]","['Anticipation', 'Engagement']","[6, 5, 4]",Male,Adult
4522,framesdb/images,frame_8ubif3larwmj6ckn.jpg,"[1600, 1200]","[1190, 742, 1344, 1060]","[60, 23, 92, 60]",['Engagement'],"[5, 3, 3]",Male,Adult
4523,framesdb/images,frame_0vyirmdouueupi9q.jpg,"[964, 640]","[377, 220, 831, 639]","[40, 27, 78, 82]",['Engagement'],"[4, 5, 6]",Male,Adult
4524,framesdb/images,frame_0vyirmdouueupi9q.jpg,"[964, 640]","[766, 160, 955, 617]","[82, 14, 112, 50]","['Engagement', 'Fatigue']","[5, 2, 7]",Male,Adult
4525,framesdb/images,frame_0vyirmdouueupi9q.jpg,"[964, 640]","[850, 169, 913, 281]","[0, 5, 28, 43]",['Engagement'],"[7, 7, 6]",Male,Adult
4526,framesdb/images,frame_kjoyhnggb9gu5i5g.jpg,"[600, 391]","[7, 51, 558, 365]","[114, 46, 168, 112]","['Engagement', 'Excitement', 'Happiness']","[5, 5, 9]",Male,Adult
4527,framesdb/images,frame_0n91vrqbf5m4s1d1.jpg,"[353, 470]","[5, 193, 141, 383]","[48, 26, 82, 64]",['Engagement'],"[5, 5, 7]",Female,Adult
4528,framesdb/images,frame_0n91vrqbf5m4s1d1.jpg,"[353, 470]","[189, 161, 350, 374]","[64, 31, 99, 77]",['Engagement'],"[4, 5, 8]",Male,Adult
4529,mscoco/images,COCO_train2014_000000267985.jpg,"[640, 480]","[36, 130, 232, 384]","[99, 33, 170, 125]",['Engagement'],"[6, 7, 6]",Female,Adult
4530,mscoco/images,COCO_train2014_000000267985.jpg,"[640, 480]","[231, 50, 426, 386]","[51, 42, 111, 127]",['Anticipation'],"[4, 7, 7]",Female,Adult
4531,emodb_small/images,gooprha47vibt86u4g.jpg,"[336, 448]","[76, 2, 336, 336]","[114, 40, 269, 259]",['Anger'],"[2, 9, 9]",Female,Kid
4532,mscoco/images,COCO_train2014_000000072615.jpg,"[500, 375]","[54, 107, 151, 345]","[25, 5, 51, 37]",['Doubt/Confusion'],"[6, 6, 7]",Male,Adult
4533,mscoco/images,COCO_train2014_000000072615.jpg,"[500, 375]","[176, 127, 303, 369]","[24, 10, 49, 43]","['Engagement', 'Excitement', 'Happiness']","[7, 4, 6]",Female,Adult
4534,mscoco/images,COCO_train2014_000000275180.jpg,"[640, 640]","[265, 226, 562, 629]","[164, 27, 216, 94]",['Excitement'],"[6, 7, 7]",Male,Adult
4535,mscoco/images,COCO_train2014_000000484273.jpg,"[640, 427]","[428, 58, 559, 245]","[5, 37, 54, 75]",['Engagement'],"[4, 4, 3]",Male,Adult
4536,mscoco/images,COCO_train2014_000000424308.jpg,"[640, 457]","[283, 46, 591, 409]","[76, 30, 132, 102]",['Yearning'],"[8, 8, 7]",Male,Adult
4537,mscoco/images,COCO_train2014_000000562428.jpg,"[640, 427]","[38, 40, 220, 395]","[116, 26, 152, 67]","['Anticipation', 'Engagement']","[4, 10, 5]",Male,Kid
4538,mscoco/images,COCO_train2014_000000562428.jpg,"[640, 427]","[395, 37, 552, 394]","[57, 19, 94, 67]","['Annoyance', 'Confidence', 'Engagement', 'Excitement', 'Fatigue']","[5, 7, 7]",Male,Kid
4539,framesdb/images,frame_luvakhuixcg35vuu.jpg,"[640, 457]","[417, 58, 612, 442]","[83, 20, 125, 76]","['Confidence', 'Engagement', 'Excitement']","[7, 8, 8]",Male,Adult
4540,mscoco/images,COCO_val2014_000000476065.jpg,"[640, 427]","[208, 9, 434, 271]","[74, 25, 113, 78]",['Esteem'],"[5, 3, 7]",Male,Adult
4541,mscoco/images,COCO_train2014_000000448399.jpg,"[500, 375]","[160, 39, 324, 355]","[76, 29, 100, 59]","['Anticipation', 'Confidence', 'Esteem', 'Sympathy']","[6, 7, 8]",Male,Adult
4542,mscoco/images,COCO_val2014_000000130826.jpg,"[640, 480]","[12, 51, 340, 473]","[198, 43, 261, 110]",['Disconnection'],"[5, 4, 7]",Male,Adult
4543,mscoco/images,COCO_val2014_000000130826.jpg,"[640, 480]","[208, 67, 488, 479]","[0, 27, 65, 99]","['Engagement', 'Peace']","[6, 3, 8]",Female,Adult
4544,mscoco/images,COCO_train2014_000000026576.jpg,"[640, 465]","[306, 54, 572, 422]","[116, 17, 149, 57]","['Annoyance', 'Surprise']","[6, 9, 9]",Male,Adult
4545,emodb_small/images,bjk5su8obqnrrqi6lm.jpg,"[346, 568]","[97, 2, 346, 345]","[61, 13, 241, 243]","['Aversion', 'Disapproval']","[4, 7, 9]",Male,Kid
4546,mscoco/images,COCO_train2014_000000125550.jpg,"[640, 425]","[417, 40, 613, 326]","[28, 14, 78, 89]","['Disapproval', 'Doubt/Confusion']","[8, 8, 7]",Male,Adult
4547,mscoco/images,COCO_train2014_000000125550.jpg,"[640, 425]","[254, 30, 409, 287]","[48, 17, 99, 88]","['Disquietment', 'Fatigue']","[6, 3, 3]",Female,Adult
4548,mscoco/images,COCO_train2014_000000169686.jpg,"[640, 354]","[314, 128, 519, 351]","[154, 10, 182, 46]","['Happiness', 'Peace', 'Pleasure']","[6, 8, 3]",Male,Adult
4549,mscoco/images,COCO_train2014_000000311578.jpg,"[640, 426]","[13, 77, 216, 425]","[80, 21, 122, 87]",['Anticipation'],"[5, 6, 4]",Female,Teenager
4550,mscoco/images,COCO_train2014_000000050056.jpg,"[424, 640]","[180, 91, 336, 355]","[12, 27, 53, 75]","['Anticipation', 'Confidence', 'Engagement', 'Esteem', 'Happiness']","[8, 7, 8]",Male,Adult
4551,emodb_small/images,4jmenw9ej2faycup13.jpg,"[389, 338]","[3, 26, 267, 338]","[148, 51, 227, 123]","['Engagement', 'Fear']","[5, 5, 4]",Female,Adult
4552,emodb_small/images,3x1k1kzbymvk8xu5o1.jpg,"[567, 371]","[3, 1, 358, 371]","[84, 48, 234, 223]","['Annoyance', 'Disapproval', 'Disquietment']","[3, 4, 3]",Female,Teenager
4553,mscoco/images,COCO_train2014_000000215224.jpg,"[612, 612]","[251, 223, 499, 596]","[100, 57, 190, 169]","['Annoyance', 'Disapproval']","[6, 4, 6]",Male,Adult
4554,mscoco/images,COCO_train2014_000000001271.jpg,"[640, 492]","[97, 64, 276, 412]","[47, 29, 83, 69]",['Engagement'],"[4, 8, 4]",Male,Adult
4555,mscoco/images,COCO_train2014_000000348269.jpg,"[640, 577]","[357, 67, 525, 283]","[61, 72, 127, 137]",['Engagement'],"[6, 3, 5]",Female,Adult
4556,ade20k/images,sun_bgbaurppeusnaugd.jpg,"[1311, 874]","[961, 165, 1135, 781]","[32, 15, 82, 81]","['Confidence', 'Happiness']","[7, 4, 7]",Male,Adult
4557,ade20k/images,sun_bgbaurppeusnaugd.jpg,"[1311, 874]","[198, 92, 476, 831]","[120, 19, 179, 100]","['Confidence', 'Happiness']","[8, 3, 6]",Male,Adult
4558,framesdb/images,frame_emhuwwzbu2l6lmjs.jpg,"[1400, 501]","[912, 156, 1002, 391]","[38, 13, 67, 51]",['Engagement'],"[6, 5, 6]",Male,Adult
